object:x:667, y:320, w:101, h:84, class:'Steel_ball'
object:x:591, y:364, w:147, h:140, class:'Steel_ball'
object:x:594, y:361, w:147, h:140, class:'Steel_ball'
object:x:603, y:373, w:129, h:116, class:'Steel_ball'
object:x:596, y:376, w:143, h:116, class:'Steel_ball'
object:x:581, y:379, w:166, h:113, class:'Steel_ball'
object:x:598, y:371, w:136, h:130, class:'Steel_ball'
object:x:588, y:381, w:159, h:104, class:'Steel_ball'
object:x:594, y:368, w:147, h:140, class:'Steel_ball'
object:x:598, y:364, w:147, h:140, class:'Steel_ball'
object:x:594, y:361, w:147, h:140, class:'Steel_ball'
object:x:587, y:361, w:147, h:140, class:'Steel_ball'
object:x:594, y:370, w:147, h:121, class:'Steel_ball'
object:x:598, y:352, w:147, h:140, class:'Steel_ball'
object:x:592, y:373, w:144, h:116, class:'Steel_ball'
object:x:608, y:364, w:128, h:140, class:'Steel_ball'
object:x:583, y:377, w:169, h:121, class:'Steel_ball'
object:x:591, y:357, w:147, h:140, class:'Steel_ball'
object:x:594, y:361, w:147, h:140, class:'Steel_ball'
object:x:594, y:357, w:147, h:140, class:'Steel_ball'
object:x:591, y:370, w:147, h:121, class:'Steel_ball'
object:x:594, y:370, w:147, h:121, class:'Steel_ball'
object:x:587, y:361, w:147, h:140, class:'Steel_ball'
object:x:591, y:367, w:147, h:121, class:'Steel_ball'
object:x:587, y:361, w:147, h:140, class:'Steel_ball'
object:x:587, y:364, w:147, h:140, class:'Steel_ball'
object:x:599, y:374, w:130, h:104, class:'Steel_ball'
object:x:599, y:365, w:124, h:119, class:'Steel_ball'
object:x:584, y:370, w:147, h:121, class:'Steel_ball'
object:x:584, y:361, w:147, h:140, class:'Steel_ball'
object:x:594, y:370, w:147, h:121, class:'Steel_ball'
object:x:591, y:366, w:143, h:117, class:'Steel_ball'
object:x:598, y:368, w:129, h:116, class:'Steel_ball'
object:x:610, y:370, w:112, h:119, class:'Steel_ball'
object:x:591, y:361, w:147, h:140, class:'Steel_ball'
object:x:605, y:363, w:112, h:142, class:'Steel_ball'
object:x:591, y:361, w:147, h:140, class:'Steel_ball'
object:x:592, y:373, w:144, h:116, class:'Steel_ball'
object:x:607, y:363, w:124, h:142, class:'Steel_ball'
object:x:585, y:361, w:158, h:133, class:'Steel_ball'
object:x:580, y:374, w:168, h:121, class:'Steel_ball'
object:x:598, y:364, w:129, h:134, class:'Steel_ball'
object:x:611, y:360, w:113, h:142, class:'Steel_ball'
object:x:604, y:355, w:127, h:140, class:'Steel_ball'
object:x:596, y:369, w:136, h:130, class:'Steel_ball'
object:x:592, y:362, w:144, h:134, class:'Steel_ball'
object:x:599, y:359, w:130, h:134, class:'Steel_ball'
object:x:596, y:362, w:130, h:134, class:'Steel_ball'
object:x:604, y:353, w:113, h:149, class:'Steel_ball'
object:x:598, y:359, w:129, h:134, class:'Steel_ball'
object:x:596, y:350, w:130, h:148, class:'Steel_ball'
object:x:591, y:370, w:147, h:121, class:'Steel_ball'
object:x:584, y:361, w:147, h:140, class:'Steel_ball'
object:x:594, y:369, w:130, h:117, class:'Steel_ball'
object:x:599, y:359, w:113, h:134, class:'Steel_ball'
object:x:603, y:357, w:113, h:134, class:'Steel_ball'
object:x:589, y:368, w:144, h:116, class:'Steel_ball'
object:x:589, y:357, w:144, h:134, class:'Steel_ball'
object:x:594, y:362, w:130, h:134, class:'Steel_ball'
object:x:602, y:361, w:124, h:143, class:'Steel_ball'
object:x:599, y:367, w:124, h:131, class:'Steel_ball'
object:x:596, y:359, w:130, h:134, class:'Steel_ball'
object:x:584, y:364, w:147, h:140, class:'Steel_ball'
object:x:589, y:358, w:144, h:149, class:'Steel_ball'
object:x:594, y:364, w:130, h:134, class:'Steel_ball'
object:x:603, y:374, w:113, h:117, class:'Steel_ball'
object:x:593, y:376, w:129, h:116, class:'Steel_ball'
object:x:599, y:376, w:130, h:116, class:'Steel_ball'
object:x:594, y:358, w:147, h:160, class:'Steel_ball'
object:x:593, y:378, w:136, h:130, class:'Steel_ball'
object:x:600, y:363, w:128, h:139, class:'Steel_ball'
object:x:608, y:366, w:128, h:140, class:'Steel_ball'
object:x:594, y:371, w:147, h:140, class:'Steel_ball'
object:x:608, y:360, w:128, h:160, class:'Steel_ball'
object:x:604, y:365, w:127, h:139, class:'Steel_ball'
object:x:600, y:353, w:128, h:159, class:'Steel_ball'
object:x:591, y:355, w:147, h:159, class:'Steel_ball'
object:x:604, y:370, w:127, h:140, class:'Steel_ball'
object:x:588, y:375, w:168, h:140, class:'Steel_ball'
object:x:608, y:366, w:128, h:140, class:'Steel_ball'
object:x:602, y:366, w:147, h:140, class:'Steel_ball'
object:x:602, y:360, w:147, h:160, class:'Steel_ball'
object:x:594, y:366, w:147, h:140, class:'Steel_ball'
object:x:604, y:366, w:127, h:140, class:'Steel_ball'
object:x:591, y:368, w:147, h:140, class:'Steel_ball'
object:x:594, y:380, w:130, h:133, class:'Steel_ball'
object:x:604, y:376, w:113, h:134, class:'Steel_ball'
object:x:593, y:379, w:129, h:117, class:'Steel_ball'
object:x:598, y:371, w:147, h:140, class:'Steel_ball'
object:x:591, y:373, w:143, h:134, class:'Steel_ball'
object:x:599, y:366, w:130, h:133, class:'Steel_ball'
object:x:592, y:361, w:144, h:133, class:'Steel_ball'
object:x:598, y:369, w:129, h:117, class:'Steel_ball'
object:x:583, y:345, w:148, h:129, class:'Steel_ball'
object:x:599, y:339, w:113, h:116, class:'Steel_ball'
object:x:593, y:339, w:129, h:116, class:'Steel_ball'
object:x:591, y:329, w:130, h:133, class:'Steel_ball'
object:x:584, y:332, w:144, h:117, class:'Steel_ball'
object:x:593, y:328, w:129, h:116, class:'Steel_ball'
object:x:591, y:326, w:130, h:116, class:'Steel_ball'
object:x:580, y:334, w:144, h:116, class:'Steel_ball'
object:x:584, y:331, w:129, h:116, class:'Steel_ball'
object:x:585, y:328, w:130, h:116, class:'Steel_ball'
object:x:575, y:321, w:144, h:133, class:'Steel_ball'
object:x:573, y:321, w:144, h:133, class:'Steel_ball'
object:x:587, y:337, w:130, h:117, class:'Steel_ball'
object:x:575, y:331, w:144, h:116, class:'Steel_ball'
object:x:572, y:322, w:148, h:140, class:'Steel_ball'
object:x:585, y:334, w:130, h:117, class:'Steel_ball'
object:x:584, y:329, w:129, h:133, class:'Steel_ball'
object:x:567, y:331, w:147, h:122, class:'Steel_ball'
object:x:580, y:332, w:144, h:134, class:'Steel_ball'
object:x:580, y:332, w:147, h:140, class:'Steel_ball'
object:x:585, y:337, w:130, h:117, class:'Steel_ball'
object:x:590, y:329, w:127, h:140, class:'Steel_ball'
object:x:580, y:334, w:144, h:133, class:'Steel_ball'
object:x:585, y:330, w:130, h:134, class:'Steel_ball'
object:x:590, y:332, w:127, h:140, class:'Steel_ball'
object:x:589, y:332, w:129, h:134, class:'Steel_ball'
object:x:593, y:332, w:129, h:134, class:'Steel_ball'
object:x:589, y:342, w:129, h:117, class:'Steel_ball'
object:x:597, y:343, w:113, h:119, class:'Steel_ball'
object:x:601, y:341, w:113, h:116, class:'Steel_ball'
object:x:587, y:341, w:130, h:116, class:'Steel_ball'
object:x:582, y:339, w:143, h:133, class:'Steel_ball'
object:x:596, y:356, w:123, h:107, class:'Steel_ball'
object:x:580, y:344, w:144, h:116, class:'Steel_ball'
object:x:582, y:347, w:143, h:117, class:'Steel_ball'
object:x:584, y:334, w:129, h:133, class:'Steel_ball'
object:x:580, y:330, w:130, h:134, class:'Steel_ball'
object:x:590, y:329, w:127, h:140, class:'Steel_ball'
object:x:580, y:329, w:147, h:140, class:'Steel_ball'
object:x:584, y:332, w:129, h:134, class:'Steel_ball'
object:x:587, y:332, w:130, h:134, class:'Steel_ball'
object:x:579, y:341, w:129, h:116, class:'Steel_ball'
object:x:578, y:344, w:144, h:116, class:'Steel_ball'
object:x:592, y:330, w:113, h:134, class:'Steel_ball'
object:x:582, y:344, w:130, h:116, class:'Steel_ball'
object:x:575, y:344, w:144, h:116, class:'Steel_ball'
object:x:577, y:332, w:147, h:140, class:'Steel_ball'
object:x:573, y:330, w:144, h:134, class:'Steel_ball'
object:x:580, y:325, w:130, h:148, class:'Steel_ball'
object:x:585, y:335, w:130, h:134, class:'Steel_ball'
object:x:585, y:334, w:130, h:133, class:'Steel_ball'
object:x:582, y:341, w:130, h:116, class:'Steel_ball'
object:x:567, y:331, w:147, h:122, class:'Steel_ball'
object:x:587, y:319, w:147, h:160, class:'Steel_ball'
object:x:580, y:332, w:130, h:134, class:'Steel_ball'
object:x:565, y:329, w:147, h:140, class:'Steel_ball'
object:x:583, y:326, w:128, h:139, class:'Steel_ball'
object:x:580, y:342, w:130, h:117, class:'Steel_ball'
object:x:589, y:339, w:113, h:116, class:'Steel_ball'
object:x:582, y:339, w:130, h:116, class:'Steel_ball'
object:x:579, y:341, w:129, h:116, class:'Steel_ball'
object:x:577, y:341, w:143, h:116, class:'Steel_ball'
object:x:579, y:344, w:129, h:104, class:'Steel_ball'
object:x:575, y:308, w:127, h:159, class:'Steel_ball'
object:x:580, y:335, w:127, h:121, class:'Steel_ball'
object:x:597, y:336, w:113, h:116, class:'Steel_ball'
object:x:570, y:326, w:144, h:116, class:'Steel_ball'
object:x:606, y:339, w:113, h:104, class:'Steel_ball'
object:x:598, y:330, w:136, h:131, class:'Steel_ball'
object:x:610, y:327, w:112, h:130, class:'Steel_ball'
object:x:599, y:332, w:130, h:116, class:'Steel_ball'
object:x:612, y:326, w:130, h:116, class:'Steel_ball'
object:x:617, y:334, w:130, h:117, class:'Steel_ball'
object:x:599, y:328, w:144, h:116, class:'Steel_ball'
object:x:627, y:333, w:113, h:116, class:'Steel_ball'
object:x:624, y:337, w:113, h:117, class:'Steel_ball'
object:x:601, y:344, w:130, h:104, class:'Steel_ball'
object:x:609, y:333, w:113, h:116, class:'Steel_ball'
object:x:593, y:329, w:129, h:117, class:'Steel_ball'
object:x:584, y:328, w:129, h:116, class:'Steel_ball'
object:x:565, y:327, w:147, h:121, class:'Steel_ball'
object:x:575, y:317, w:130, h:134, class:'Steel_ball'
object:x:574, y:328, w:130, h:116, class:'Steel_ball'
object:x:572, y:314, w:130, h:134, class:'Steel_ball'
object:x:575, y:316, w:130, h:133, class:'Steel_ball'
object:x:565, y:316, w:144, h:133, class:'Steel_ball'
object:x:565, y:319, w:144, h:117, class:'Steel_ball'
object:x:573, y:310, w:130, h:148, class:'Steel_ball'
object:x:571, y:317, w:129, h:134, class:'Steel_ball'
object:x:574, y:321, w:113, h:119, class:'Steel_ball'
object:x:579, y:314, w:113, h:134, class:'Steel_ball'
object:x:569, y:321, w:130, h:116, class:'Steel_ball'
object:x:569, y:314, w:129, h:134, class:'Steel_ball'
object:x:564, y:317, w:130, h:117, class:'Steel_ball'
object:x:577, y:317, w:127, h:121, class:'Steel_ball'
object:x:574, y:316, w:113, h:130, class:'Steel_ball'
object:x:562, y:312, w:143, h:134, class:'Steel_ball'
object:x:557, y:307, w:129, h:133, class:'Steel_ball'
object:x:577, y:324, w:100, h:117, class:'Steel_ball'
object:x:573, y:323, w:130, h:116, class:'Steel_ball'
object:x:569, y:319, w:130, h:117, class:'Steel_ball'
object:x:574, y:317, w:113, h:117, class:'Steel_ball'
object:x:576, y:319, w:113, h:117, class:'Steel_ball'
object:x:571, y:316, w:129, h:133, class:'Steel_ball'
object:x:580, y:314, w:113, h:134, class:'Steel_ball'
object:x:574, y:320, w:113, h:104, class:'Steel_ball'
object:x:572, y:321, w:130, h:116, class:'Steel_ball'
object:x:572, y:316, w:130, h:133, class:'Steel_ball'
object:x:572, y:316, w:130, h:133, class:'Steel_ball'
object:x:572, y:323, w:130, h:116, class:'Steel_ball'
object:x:574, y:323, w:128, h:122, class:'Steel_ball'
object:x:569, y:311, w:127, h:140, class:'Steel_ball'
object:x:572, y:319, w:113, h:117, class:'Steel_ball'
object:x:574, y:321, w:113, h:116, class:'Steel_ball'
object:x:567, y:319, w:130, h:117, class:'Steel_ball'
object:x:572, y:320, w:113, h:104, class:'Steel_ball'
object:x:559, y:304, w:147, h:140, class:'Steel_ball'
object:x:565, y:307, w:147, h:140, class:'Steel_ball'
object:x:567, y:319, w:130, h:117, class:'Steel_ball'
object:x:564, y:323, w:130, h:116, class:'Steel_ball'
object:x:579, y:313, w:113, h:118, class:'Steel_ball'
object:x:569, y:319, w:113, h:117, class:'Steel_ball'
object:x:571, y:317, w:129, h:117, class:'Steel_ball'
object:x:577, y:317, w:127, h:121, class:'Steel_ball'
object:x:583, y:307, w:113, h:133, class:'Steel_ball'
object:x:573, y:309, w:130, h:134, class:'Steel_ball'
object:x:566, y:309, w:144, h:134, class:'Steel_ball'
object:x:574, y:315, w:130, h:117, class:'Steel_ball'
object:x:575, y:314, w:130, h:116, class:'Steel_ball'
object:x:578, y:304, w:131, h:129, class:'Steel_ball'
object:x:586, y:313, w:109, h:121, class:'Steel_ball'
object:x:578, y:315, w:113, h:117, class:'Steel_ball'
object:x:579, y:314, w:113, h:116, class:'Steel_ball'
object:x:587, y:316, w:102, h:108, class:'Steel_ball'
object:x:580, y:318, w:113, h:104, class:'Steel_ball'
object:x:578, y:312, w:113, h:116, class:'Steel_ball'
object:x:580, y:312, w:113, h:116, class:'Steel_ball'
object:x:580, y:305, w:113, h:134, class:'Steel_ball'
object:x:579, y:312, w:113, h:116, class:'Steel_ball'
object:x:583, y:312, w:113, h:116, class:'Steel_ball'
object:x:581, y:302, w:113, h:133, class:'Steel_ball'
object:x:581, y:305, w:113, h:134, class:'Steel_ball'
object:x:577, y:309, w:113, h:116, class:'Steel_ball'
object:x:578, y:311, w:112, h:108, class:'Steel_ball'
object:x:576, y:313, w:112, h:108, class:'Steel_ball'
object:x:578, y:309, w:112, h:119, class:'Steel_ball'
object:x:565, y:311, w:124, h:119, class:'Steel_ball'
object:x:572, y:317, w:130, h:117, class:'Steel_ball'
object:x:580, y:311, w:113, h:133, class:'Steel_ball'
object:x:581, y:312, w:113, h:116, class:'Steel_ball'
object:x:579, y:318, w:113, h:108, class:'Steel_ball'
object:x:593, y:297, w:101, h:133, class:'Steel_ball'
object:x:596, y:313, w:102, h:108, class:'Steel_ball'
object:x:587, y:315, w:113, h:117, class:'Steel_ball'
object:x:594, y:315, w:112, h:107, class:'Steel_ball'
object:x:594, y:314, w:112, h:119, class:'Steel_ball'
object:x:592, y:305, w:113, h:117, class:'Steel_ball'
object:x:590, y:306, w:124, h:119, class:'Steel_ball'
object:x:594, y:303, w:112, h:118, class:'Steel_ball'
object:x:591, y:294, w:112, h:119, class:'Steel_ball'
object:x:592, y:310, w:113, h:107, class:'Steel_ball'
object:x:585, y:289, w:113, h:149, class:'Steel_ball'
object:x:598, y:306, w:101, h:119, class:'Steel_ball'
object:x:594, y:304, w:112, h:119, class:'Steel_ball'
object:x:585, y:294, w:113, h:149, class:'Steel_ball'
object:x:584, y:294, w:113, h:149, class:'Steel_ball'
object:x:595, y:302, w:101, h:133, class:'Steel_ball'
object:x:585, y:300, w:113, h:134, class:'Steel_ball'
object:x:585, y:297, w:113, h:133, class:'Steel_ball'
object:x:581, y:291, w:113, h:148, class:'Steel_ball'
object:x:584, y:294, w:113, h:149, class:'Steel_ball'
object:x:584, y:302, w:113, h:133, class:'Steel_ball'
object:x:574, y:302, w:130, h:133, class:'Steel_ball'
object:x:581, y:305, w:113, h:134, class:'Steel_ball'
object:x:583, y:302, w:113, h:133, class:'Steel_ball'
object:x:585, y:313, w:101, h:118, class:'Steel_ball'
object:x:583, y:307, w:113, h:133, class:'Steel_ball'
